		raw count							19 (16.1%)	65 (55.08%)	2 (1.69%)	14 (11.86%)	118 (100%)	118	117	81	61 (51.69%)	35 (29.66%)	32 (27.11%)	21 (17.79%)	61 (51.69%)	10 (8.47%)		86	74	68	24	37	50	20	22	54	0	27	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	6 (5.08%)	11 (9.32%)	30 (25.42%)	30	28 (23.72%)	24 (20.33%)	22	26	27	#DIV/0!	11		#DIV/0!	68	18	58	#DIV/0!	#DIV/0!	#DIV/0!		
FSE	Xiao, Ya	Multi-location cryptographic code repair with neural-network-based methodologies.	2021	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3468264.3473102	61	Xiao, Ya. "Multi-location cryptographic code repair with neural-network-based methodologies." Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering. 2021.	cryptographic API misuse; neural networks; code embedding; code suggestion;	Security and privacy; Software and application security;	TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	PHD Thesis - not full paper The authors presents this PHD thesis proposal that focuses on cryptographic API misuses that occurs in software programs. The authors propose a neural-network-based architecture, but no details on evaluation are provided.	not full paper, skipped after summary	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
FSE	Koyuncu, Anil, et al	iFixR: Bug report driven program repair.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3338906.3338935	62	Koyuncu, Anil, et al. "iFixR: Bug report driven program repair." Proceedings of the 2019 27th ACM joint meeting on european software engineering conference and symposium on the foundations of software engineering. 2019.	Information retrieval; fault localization; automatic patch generation;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper investigates the feasibility of APR systems that use bug reports, and propose a program repair tool that uses information retrieval (IR)-based fault localization with fix patterns to identify repair candidates. Generated patches are prioritized for developer review.		TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	Defects4J (395 bugs)	iFixR	looks available		looks available	https://github.com/SerVal-DTF/iFixR	not reported	not reported								FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		Defects4J (395)	FALSE	uses user-generated bug reports for fault localization	Bug reports	summary; per program info	TRUE	TRUE	"correct" not specifically defined, but references "actually addressing the bug"		
FSE	Bavishi, Rohan, Hiroaki Yoshida, and Mukul R	Phoenix: Automated data-driven synthesis of repairs for static analysis violations.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3338906.3338952	63	Bavishi, Rohan, Hiroaki Yoshida, and Mukul R. Prasad. "Phoenix: Automated data-driven synthesis of repairs for static analysis violations." Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering. 2019.	program synthesis; program repair; static analysis; programming-by-example;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; Software notations and tools; Context specific languages; Domain specific languages; Programming by example; Software organization and properties; Software functional properties; Formal methods; Automated static analysis;	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	This paper focuses on automatically generating patches for static analysis violations. The authors use static analyzers as an oracle (no test suite required).  The authors define a domain-specific language that is used to represent their repair strategies, which consiste of a name and rule that describes the transformation to be applied.  A rule consists of a context-matcher to locate an AST node (a primary node) and a list of fixes.	uhh, the author basically constructs DFAs of the edits, combining similar DFAs, then uses each DFA as a graph and employing Dijkstra's algorithm with cost metric as function of the length, edges, and context-matchers required in the visitor. The log(n)-optimal greedy approximate algorithm for set-cover can be used to find the least-cost subset of context-matcher predicates. 	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	From GHTorrent, 517 un-forked Java projects with at least 500 commits and use Maven, and such that FindBugs can execute on them. 	Phoenix	cant find this		available in replication package	https://figshare.com/s/8ba50b84deee6a826ced	Yes (40s on avg. to learn strategies from all examples, 50s on avg. to fully process a violation and generate a ranked list of patch suggestions.)	Yes (two 64-core machines, each with Intel Xeon 2.60 GHz processors with 128GB of memory running Ubuntu 16.04 LTS 64-bit; 8-core machine with Intel i7-4790 3.60GHz CPU, 16GB of memory running Ubuntu 16.04 LTS 64-bit)								FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE				FALSE	TRUE	"correct" means fixes the violation		
FSE	Ginelli, Davide	Failure-driven program repair.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3338906.3341464	64	Ginelli, Davide. "Failure-driven program repair." Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering. 2019.	Automatic program repair; software defects; automatic debugging;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging;	TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	PHD thesis - not full paper	Skipping	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
FSE	Hua, Jinru, et al	Sketchfix: a tool for automated program repair approach using lazy candidate generation.	2018	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3236024.3264600	65	Hua, Jinru, et al. "Sketchfix: a tool for automated program repair approach using lazy candidate generation." Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering. 2018.	Program Repair; Program Synthesis; Program Sketching;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging;	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	This paper tackles inefficiencies in the generate-and-validate approach used by a number of APR tools, specifically the number of recompilation and re-executions of the program. One approach, it reduces repair locations based on run-time information. 	I don't get the big deal here.	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	Defects4J	SketchFix					Yes (on average, spends 9 minutes to locate faults and generate sketches, and 23 minutes to generate the first repairs that satisfy all test assertions)	not reported	not reported							FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		Defects4J (357 bugs)	FALSE	Statement-level SBFL, Ochiai		for 26 repairs only -- summary; per-bug ; not sure where the rest of the benchmark results are	TRUE	TRUE	"correct" is not well-defined in this paper, but seems to allude to repairs that pass all tests and pass manual inspection -- manual inspection methodology is not defined		
FSE	Yang, Junwen, et al	Powerstation: Automatically detecting and fixing inefficiencies of database-backed web applications in ide.	2018	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3236024.3264589	66	Yang, Junwen, et al. "Powerstation: Automatically detecting and fixing inefficiencies of database-backed web applications in ide." Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering. 2018.	performance anti-patterns; Object-Relational Mapping frameworks; database-backed applications; RubyMine Plugin;	Software and its engineering; Software creation and management; Software post-development issues; Maintaining software; Software organization and properties; Extra-functional properties; Software performance;	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	The authors present a method that uses automated static analysis to identify and suggest resolutions for ORM (object relational mapping) framework-related issues. ORM allow web-application developers to build web applications in an object oriented manner. Some example ORMs are Ruby on Rails, Django, Hibernate. Their platform 'PowerStation' is an IDE plugin that detects 6 common performance anti-patterns and generates patches for 5 of them.	What is an anti-pattern? per Wikipedia: "An anti-pattern in software engineering, project management, and business processes is a common response to a recurring problem that is usually ineffective and risks being highly counterproductive."  While this is APR adjacent, in performance land, not exactly APR, but skipping rest	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	12 open-source Rails applications	PowerStation				www.hyperloop.cs.uchicago.edu/powerstation/	Yes (12-635 s to analyze entire applications)	Yes (Chameleon instance with 128GB RAM + 2 CPUs)								FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE				FALSE	FALSE	no false positives were identified in half of the suggested fixes randomly sampled		
ASE	Dissanayake, Nesara, et al	An Empirical Study of Automation in Software Security Patch Management.	2022	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3551349.3556969	67	Dissanayake, Nesara, et al. "An Empirical Study of Automation in Software Security Patch Management." 37th IEEE/ACM International Conference on Automated Software Engineering. 2022.	security updates; patch management; vulnerability management;	Security and privacy; Software and application security; Software security engineering; Systems security; Vulnerability management; Software and its engineering; Software creation and management; Software post-development issues; 	TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	This paper focuses on how automation can benefit managing and deploying security patches.	Not APR, but timely patching of known vulnerabilities => skipping	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
ASE	Zhang, Chen, et al	BuildSonic: Detecting and Repairing Performance-Related Configuration Smells for Continuous Integration Builds.	2022	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3551349.3556923	68	Zhang, Chen, et al. "BuildSonic: Detecting and Repairing Performance-Related Configuration Smells for Continuous Integration Builds." 37th IEEE/ACM International Conference on Automated Software Engineering. 2022.	continuous integration; configuration smells; build performance;	Software and its engineering; Software notations and tools; Software configuration management and version control systems; Software organization and properties; Extra-functional properties; Software performance; 	TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	This paper focuses on optimizing continuous integration builds such that build performance can improve. They idnentify "performance-related CI configuration smells" or PCs from three CI tools (Travis, Maven, Gradle) for Java projects. 	NOT APR, but CI Build efficiency => skipping	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		BuildSonic														FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
ASE	Tian, Haoye, et al	Is this Change the Answer to that Problem? Correlating Descriptions of Bug and Code Changes for Evaluating Patch Correctness.	2022	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3551349.3556914	69	Tian, Haoye, et al. "Is this Change the Answer to that Problem? Correlating Descriptions of Bug and Code Changes for Evaluating Patch Correctness." 37th IEEE/ACM International Conference on Automated Software Engineering. 2022.	Patch Correctness; Program Repair; Question Answering; Machine Learning;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This approach to patch correctness employs Question-Answering techniques. First, a description of the bug is extracted from bug reports.		FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	Defects4J, Bugs.jar, Bears	Quatrain	Looks available			https://github.com/Trustworthy-Software/Quatrain					CodeTrans-TF-Large	[Insufficient deduplication of semantically-equivalent patches may lead to biased prediction performance.] As we mentioned in the experimental design in Section 5.1, the traditional 10-fold cross validation scheme may assign the same semantically-equivalent patches simultaneously into both train and test datasets. In practice, this setup violates the principles in machine/deep learning-based evaluations since it’s equivalent to letting the models cheat by learning knowledge from test data during the training process[1, 17 , 65 ]. To showcase this bias in the results, we propose to focus on a straightforward classifier using a random forest on the embeddings of the bug report and the patch: when using 10-fold cross validation scheme on our ground truth dataset, the achieved AUC is as high as 0.978 (with F1 at 0.860); however, when using our deduplication scheme (10-group cross validation based on bug ID), the AUC drops to 0.780 (and F1 at 0.344).			pre-trained deep learning model BERT  NOT FOR APR COMPONENT	TRUE	TRUE	TRUE	CodeTrans-TF-Large	TRUE	TRUE	Attention from Tan "LSTM-based deep learning models for non-factoid answer selection."	not reported, but max sequence length == 64, hidden state dim == 15	difficult to determine from text	FALSE		Defects4J (v? includes Closure-96?), Bugs.jar, Bears	FALSE	obtained from patch changes			FALSE	TRUE	A "correct" patch implements changes that "answer" to a problem posed by buggy behavior		
ASE	Ye, He, et al	SelfAPR: Self-supervised Program Repair with Test Execution Diagnostics.	2022	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3551349.3556926	70	Ye, He, et al. "SelfAPR: Self-supervised Program Repair with Test Execution Diagnostics." 37th IEEE/ACM International Conference on Automated Software Engineering. 2022.		Computing methodologies; Machine learning; Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; Software notations and tools; Software configuration management and version control systems; Theory of computation;	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	The authors' approach basically highly train a NN model on perturbed versions of a faulty program, rather than using mined commits. They also encode execution details of the variant into the input representation.		TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	Defects4J 	SelfAPR	Looks available	not available	looks available	https://github.com/SophieHYe/SelfAPR	Not reported	Not reported	not reported; but beam is 50			Sanity check of perturbation-based training samples. All training samples are validated with the following sanity check: 1) they are different from the correct program; 2) they are unique, i.e., we deduplicate the training samples even if different 𝑅𝑢𝑙𝑒𝑠 generate the same training samples; 3) they are buggy. Then, we guarantee that the perturbed code indeed triggers a bug by executing them against the compiler and test suite.	We evaluate our work on 818 bugs from 17 open-source projects from Defects4J [ 32 ]. In total, we generate 1 039 873 training samples in a self-supervised manner, each of which contains an error diagnostic. Our experimental results show that SelfAPR  succeeds in repairing 65/388 bugs from Defects4J version 1.2 and 45/430 bugs from Defects4J version 2.0, which is a clear improvement over the state-of-the-art. 		All those training samples are obtained by perturbing 17 open-source projects with 327 194 lines of source code and specified with 25 812 test cases in total. Notably, the testing set is composed of all bugs from Defects4J version 2.0 minus the bugs used for training. This gives 818 (835 - 17) testing samples.	FALSE	TRUE	TRUE	transformer-based (hugging-face T5 transformer)	TRUE	TRUE		not provided	384 input tokens from buggy and context code (max output 76 tokens); vocab size of 32,128	FALSE		Defects4J (v2.0.0)	FALSE	Line SBFL (GZoltar, ochiai)	Runtime information is encoded into input; sentence-piece tokenization; 	summary; per-bug available in replication	TRUE	TRUE	"plausible" - compiles and passes developer test suite "correct" - generated/held-out tests + ( identical to developer patch or considered correct by manual evaluation [performed by two authors] )		
ASE	Zhong, Wenkang, et al	StandUp4NPR: Standardizing SetUp for Empirically Comparing Neural Program Repair Systems.	2022	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3551349.3556943	71	Zhong, Wenkang, et al. "StandUp4NPR: Standardizing SetUp for Empirically Comparing Neural Program Repair Systems." 37th IEEE/ACM International Conference on Automated Software Engineering. 2022.	neural program repair; dataset; empirical study;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	FALSE	TRUE	TRUE	TRUE	TRUE	Pemma	Authors have identified a major threat to neural program repair (NPR) systems validity: they are difficult to compare as (1) have very different training data; (2) have inconsistent evaluation data; and (3) each generate a wide-range of candidates per bug.  They focus on these aspects of NPR systems: Repairability (how many bugs can be fixed by the system and how does the number of candidates generated by a system influence this?); Inclination (does the training data influence what bugs are fixed by the system? does the system tend to repair specific bug types?); Generalizability (can systems repair bugs that it hasn't seen in training?). 	The authors also focus on Fix-Rate (i.e., how many of the generated candidates actually repair the bug), as tool evaluations may not disclose this or when they do, this number may not be consistent across tools/field. INTERESTING: Authors' analysis finds that NPR systems are good at dealing with "code-delete bugs";  Main contribution: Framework to compare Neural Program Repair models for repairability, inclination, and generalizability. ==> Framework includes PREPROCESSOR PHASE that allows for preprocessing of input context as required for each tool. Authors only talk about time-cost for evaluating patch candidates identified by systems and not about the process of generating patch candidates.  AUTHORS DO NOT SCREEN OUT TEST SET WHEN THE BUGGY LINE-TO-FIX HAS A HIGH SIMILARITY TO TRAINING DATA (i.e., the line existed in some other training data's context/bug-fix)!  The authors argue that this is not a data leakage problem, because the "input-output pairs" between evaluation and training are distinct. I would argue that they don't know if it's actually data leakage.  (See Finding 7 from paper) "NPR systems have a higher probability to fix one bug if it has similar samples in the training data ("similar" refers to the similarity between bug lines). Taking a left-to-right view over Table 6, we observe that NPR systems always reach a relatively higher fix rate on bugs that have a higher similarity with the nearest sample in the training set. Specifically, when the NPR system has seen the identical buggy line during training (the similarity is equal to 1), the bug has a much more higher rate to be fixed correctly."	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NPR4J-Benchmark	NPR4J-Benchmark	n/a	n/a	n/a		Not reported	Not reported	not reported		Tufano, SequenceR, CoCoNut, CODIT, Edits, Recoder					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	TRUE	Consists of training set (~144.6k), validation set (~13.7k), and evaluation set (~13.7k) - Java bug-fix pairs.		FALSE			not reported	TRUE	TRUE	two "correct" definitions: (1) identical to human-written patches  (2) it can pass the corresponding test cases and is checked by at least two of the authors  (1) - used in evaluation "diversity" (1) + (2) - used in "empirical" evaluation  Plausible patch generation for "diversity" evaluation is not reported.  100 patches are generated by the NMT models; however, each patch's class "plausible" / "correct" isn't validated until after generation completed.		
ASE	Yang, Deheng, et al	TransplantFix: Graph Differencing-based Code Transplantation for Automated Program Repair.	2022	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3551349.3556893	72	Yang, Deheng, et al. "TransplantFix: Graph Differencing-based Code Transplantation for Automated Program Repair." 37th IEEE/ACM International Conference on Automated Software Engineering. 2022.	Automated program repair; graph differencing; code transplantation;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	FALSE	TRUE	FALSE	TRUE	TRUE	Pemma	APR technique that leverages graph differencing-based transplantation from "donor method".  Novelty: (1) graph-based diff alg; (2) inheritance-hierarchy-aware code search for donor identification; (3) namespace transfer to adapt donor code to repair	Seems a little like CodePhage, but uses graph differencing	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J (v1.2.0, v2.0.0)	TransplantFix	looks available	not applicable		https://github.com/DehengYang/TransplantFix	Yes (2 hr max-limit run-time per bug repair)	not reported	max-time budget: 2 hours for each "repair trial" (repair trial seems to indicate single APR tool invocation)							FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		Defects4J (v1.2.0), Defects4J (v2.0.0)	FALSE	Both FL and Perfect-method-level FL were evaluated FL: method-level fault localization using GZoltar (Ochiai) Perfect FL at method level		summary, per-bug info available in link from replication package	FALSE	TRUE	"correct" - For plausible patches that pass the test suite, we manually assess the correctness of these patches by checking if they are identical or semantically equivalent to the human-written patches.		
ASE	Li, Xueyang, et al	TransRepair: Context-aware Program Repair for Compilation Errors.	2022	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3551349.3560422	73	Li, Xueyang, et al. "TransRepair: Context-aware Program Repair for Compilation Errors." 37th IEEE/ACM International Conference on Automated Software Engineering. 2022.	Program repair; compilation error; deep learning; context-aware;	Computing methodologies; Artificial intelligence; Natural language processing; Machine translation; Software and its engineering; Software creation and management; Software development techniques; Automatic programming; Software verification and validation; Software defect analysis; 	FALSE	TRUE	FALSE	TRUE	TRUE	Pemma	The authors focus on automatically fixing compilation errors in C programs.		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	new dataset crafted from DeepFix*, StackOverflow, TRACER*; errors were synthetically crafted (errors were induced); deduplication 	TransRepair	looks available		looks available	https://sites.google.com/view/transrepair/  Code and dataset are available in ZIP file, but contents not directly observable otherwise	Yes (around 30 hours training)	Yes (a Intel(R) Xeon(R) server with 8 cores, which equips Nvidia 3090 with 24G) memory and 2 Nvidia TITAN X with 12G memory	not reported		DrRepair, DeepFix*, RLAssist*, SampleFix*, MACER* 					FALSE	FALSE	TRUE	Transformer-based (encoder, fully-connected forward NN (MLP), pointer-decoder)	TRUE	TRUE	uses previous word's embedding and current hidden states to compute attention distribution		word-dimension is set to 256	FALSE		TRACER, DeepFix	FALSE	Uses a ML-model to determine fault localization (function provided as input)		summary, (per-bug info does not look available)	FALSE	TRUE	beam-size: variant, 5 in DrRepair comparison "correct" - programs are corrupted by a tool, compare the generated fix to original program		
ASE	Alotaibi, Ali S	Automated repair of size-based inaccessibility issues in mobile applications.	2021	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1109/ASE51524.2021.9678625	74	Alotaibi, Ali S., Paul T. Chiou, and William GJ Halfond. "Automated repair of size-based inaccessibility issues in mobile applications." 2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, 2021.			FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	This paper introduces the term "Size-based inaccessibility issues" which refers to classes of software issues related to usability issues that occur in user interfaces when they are scaled up. For example, people with disabilities, motor impairments, or simply older people can imprecisely interact with touchscreen UIs, leading to "imprecise touches, increased touch mistakes, or even the inability to access important functionalities in mobile apps." The authors indicate that the size of touch targets in touchscreen UIs are the primary cause of these aforementioned issues.	Uhhhhh, not exactly program repair, but going to see if there is any related evaluation or ML content	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1K Google Play applications	SALEM														FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE				FALSE	FALSE			
ASE	Wang, Shangwen, et al	Automated patch correctness assessment: How far are we?.	2020	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3324884.3416590	75	Wang, Shangwen, et al. "Automated patch correctness assessment: How far are we?." Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering. 2020.	Patch correctness; Program repair; Empirical assessment;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper focuses on the overfitting problem specifically by systematically evaluating automated patch correctness techniques. The authors find that syntactical and semantic code features are generally effective for classifying patches as correct or overfit.		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	Defects4J										Randoop, Evosuite, DiffTGen, Daikon, Opad, PATCH-SIM, Anti-patterns, 					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		Defects4J (202 of 395 bugs)	FALSE			not applicable	FALSE	FALSE	"correct" -- intended program specification or program behavior expected by developers		
ASE	Tian, Haoye, et al	Evaluating representation learning of code changes for predicting patch correctness in program repair.	2020	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3324884.3416532	76	Tian, Haoye, et al. "Evaluating representation learning of code changes for predicting patch correctness in program repair." Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering. 2020.	Program Repair; Patch Correctness; Distributed Representation Learning; Machine learning; Embeddings;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper focuses on learning code representations which can encode features usable for patch correctness prediction. The authors leverage both pre-trained and "re-trained" neural networks for their evaluations, specifically a BERT transformer-based model. 	What is an "AUC value"? What is "Patch-Sim" and why are the authors comparing against it? From "On the efficiency of test suite based program repair": Overall our systematic study of patch generation efficiency reveals that (1) efficiency is not yet a widely-valued performance target; (2) state-of-the-art can avoid generating nonsensical patches; (3) the more templates an APR system considers, the more nonsensical and in-plausible patches it will generate; (4) specialized templates increase APR tool efficiency; and (5) correct patches are sparse in the search space.	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	Defects4J, Bears, Bugs.jar, QuixBugs, ..., Patch-Sim		Yes	dependent upon base model	Yes	https://github.com/SerVal-DTF/DL4PatchCorrectness	not reported	not reported			BERT, Doc2Vec, code2vec, CC2Vec	Eventually, our dataset shown in Table 7 included 1000 patches after removing duplicates to avoid data bias.  Logistic Regression with BERT embeddings yielded very promising performance on patch correctness prediction with metrics like F- Measure at 0.72% and AUC at 0.8% on a labeled deduplicated dataset of 1000  patches			We use pre-trained models of  BERT (trained with natural language text) - We then train a large model (12-layer to 24-layer Transformer) on a large corpus (Wikipedia + BookCorpus) for a long time (1M update steps), and that's BERT.[https://github.com/google-research/bert/blob/master/README.md]  and CC2Vec (trained with code changes)  We used the original dataset of Jiang et al. [26 "Automatically generating commit messages from diffs using neural machine translation."] and the cleaned dataset of Liu et al. [39 "Neural-machine-translation-based commit message generation: how far are we?."] for evaluation. While the original dataset consists of a training dataset of 30K patches and a testing dataset of 3K patches, the cleaned dataset consists of a training dataset of 22K patches and a testing dataset of 2.5K patches. [https://arxiv.org/pdf/2003.05620.pdf]  as well as a retrained model of Doc2Vec (trained with patches) we have trained the Doc2Vec model with code data of 36,364 patches from the 5 repair benchmarks (cf. Table 1). 	FALSE	TRUE	TRUE	BERT (pre-trained on Wikipedia, 24-layer), Doc2Vec (trained on code data from subset of datasets identified in evaluation), code2vec(pre-trained model from java code projects), CC2Vec (pre-trained model)	TRUE	TRUE	see reused ML models	see reused ML models	line (size not specified)	FALSE		Bears, Bugs.jar, Defects4J, ManySStubBs, QuixBugs, RepairThemAll, 	FALSE	Perfect line	multi-line changes flattened into single-line; input tokenization based on ML model	summary (can't find per-bug in replication package)	FALSE	TRUE	"correct" -- intended program specification or program behavior expected by developers; however, they also deem patches incorrect when they are not within the same file or at the same code location in that same file; in the incorrect vs correct evaluation, authors assume all generated patches are plausible and use the term "incorrect" in lieu of plausible, but rely upon external tools' evaluation infrastructure for the patch generation.		
ASE	Benton, Samuel, et al	On the effectiveness of unified debugging: An extensive study on 16 program repair systems.	2020	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3324884.3416566	77	Benton, Samuel, et al. "On the effectiveness of unified debugging: An extensive study on 16 program repair systems." Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering. 2020.	Unified debugging; Program repair; Fault localization;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper aims to apply "unified debugging" approach to APR, amplifying fault localization with APR results.  It evaluates the unified debugging method using 16 APR systems: 		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J (V1.0.0)	UniDebug++	Yes	not applicable	Yes	https://github.com/ProdigyXable/ UnifiedDebuggingStudy	not reported	not reported	not reported		ProFL, ACS, Dynamoth, Arja, GenProg-A, jGenProg, jKali, jMutRepair, Kali-A, RSRepair-A, Simfix, AVATAR, FixMiner, kPar, PraPR, TBAR					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		Defects4J	FALSE	method-level SBFL (Ochiai)		summary (can't find per-bug in replication package)	FALSE	FALSE	"correct patch provided by developers"		
